year,gender,lost_gen_min,lost_gen_max,babyboomers_min,babyboomers_max,age,population,lost_gen,babyboomers,generation
2080,F,98,109,100,135,39,423.509,False,False,other
2081,F,99,110,100,136,39,420.5275,False,False,other
2082,F,100,111,100,137,39,416.1085,False,False,other
2083,F,100,112,100,138,39,411.909,False,False,other
2084,F,100,113,100,139,39,408.119,False,False,other
2085,F,100,114,100,140,39,403.9115,False,False,other
2086,F,100,115,100,141,39,399.585,False,False,other
2087,F,100,116,100,142,39,394.7805,False,False,other
2088,F,100,117,100,143,39,390.1415,False,False,other
2089,F,100,118,100,144,39,385.839,False,False,other
2090,F,100,119,100,145,39,381.71,False,False,other
2091,F,100,120,100,146,39,378.3065,False,False,other
2092,F,100,121,100,147,39,374.84,False,False,other
2093,F,100,122,100,148,39,370.204,False,False,other
2094,F,100,123,100,149,39,365.7605,False,False,other
2095,F,100,124,100,150,39,363.09,False,False,other
2096,F,100,125,100,151,39,361.0025,False,False,other
2097,F,100,126,100,152,39,359.1055,False,False,other
2098,F,100,127,100,153,39,357.22,False,False,other
2099,F,100,128,100,154,39,355.499,False,False,other
2100,F,100,129,100,155,39,355.192,False,False,other
1950,M,-32,-21,-1,5,40,468.0895,False,False,other
1951,M,-31,-20,0,6,40,469.8595,False,False,other
1952,M,-30,-19,1,7,40,475.8205,False,False,other
1953,M,-29,-18,2,8,40,479.151,False,False,other
1954,M,-28,-17,3,9,40,481.544,False,False,other
1955,M,-27,-16,4,10,40,479.943,False,False,other
1956,M,-26,-15,5,11,40,476.294,False,False,other
1957,M,-25,-14,6,12,40,468.4445,False,False,other
1958,M,-24,-13,7,13,40,453.118,False,False,other
1959,M,-23,-12,8,14,40,448.673,False,False,other
1960,M,-22,-11,9,15,40,476.045,False,False,other
1961,M,-21,-10,10,16,40,495.6755,False,False,other
1962,M,-20,-9,11,17,40,505.5475,False,False,other
1963,M,-19,-8,12,18,40,544.5445,False,False,other
1964,M,-18,-7,13,19,40,601.757,False,False,other
1965,M,-17,-6,14,20,40,666.4165,False,False,other
1966,M,-16,-5,15,21,40,719.7485,False,False,other
1967,M,-15,-4,16,22,40,748.5235,False,False,other
1968,M,-14,-3,17,23,40,760.735,False,False,other
1969,M,-13,-2,18,24,40,775.294,False,False,other
1970,M,-12,-1,19,25,40,792.7755,False,False,other
1971,M,-11,0,20,26,40,812.509,False,False,other
1972,M,-10,1,21,27,40,828.0925,False,False,other
1973,M,-9,2,22,28,40,834.075,False,False,other
1974,M,-8,3,23,29,40,836.031,False,False,other
1975,M,-7,4,24,30,40,847.375,False,False,other
1976,M,-6,5,25,31,40,868.635,False,False,other
1977,M,-5,6,26,32,40,868.4695,False,False,other
1978,M,-4,7,27,33,40,835.062,False,False,other
1979,M,-3,8,28,34,40,804.0305,False,False,other
1980,M,-2,9,29,35,40,846.4645,False,False,other
1981,M,-1,10,30,36,40,931.0745,False,False,other
1982,M,0,11,31,37,40,961.018,False,False,other
1983,M,1,12,32,38,40,951.02,False,False,other
1984,M,2,13,33,39,40,930.983,False,False,other
1985,M,3,14,34,40,40,847.6375,False,True,Babyboomers
1986,M,4,15,35,41,40,823.921,False,True,Babyboomers
1987,M,5,16,36,42,40,1030.406,False,True,Babyboomers
1988,M,6,17,37,43,40,1212.647,False,True,Babyboomers
1989,M,7,18,38,44,40,1222.3315,False,True,Babyboomers
1990,M,8,19,39,45,40,1127.6105,False,True,Babyboomers
1991,M,9,20,40,46,40,1001.825,False,True,Babyboomers
1992,M,10,21,41,47,40,932.818,False,False,other
1993,M,11,22,42,48,40,879.5905,False,False,other
1994,M,12,23,43,49,40,838.6525,False,False,other
1995,M,13,24,44,50,40,823.3175,False,False,other
1996,M,14,25,45,51,40,806.5365,False,False,other
1997,M,15,26,46,52,40,772.31,False,False,other
1998,M,16,27,47,53,40,773.577,False,False,other
1999,M,17,28,48,54,40,789.071,False,False,other
2000,M,18,29,49,55,40,782.7215,False,False,other
2001,M,19,30,50,56,40,780.9875,False,False,other
2002,M,20,31,51,57,40,789.791,False,False,other
2003,M,21,32,52,58,40,810.867,False,False,other
2004,M,22,33,53,59,40,840.162,False,False,other
2005,M,23,34,54,60,40,864.2335,False,False,other
2006,M,24,35,55,61,40,784.0345,False,False,other
2007,M,25,36,56,62,40,817.422,False,False,other
2008,M,26,37,57,63,40,927.179,False,False,other
2009,M,27,38,58,64,40,917.5245,False,False,other
2010,M,28,39,59,65,40,930.0265,False,False,other
2011,M,29,40,60,66,40,955.191,True,False,Lost generation
2012,M,30,41,61,67,40,984.809,True,False,Lost generation
2013,M,31,42,62,68,40,1015.941,True,False,Lost generation
2014,M,32,43,63,69,40,1016.6345,True,False,Lost generation
2015,M,33,44,64,70,40,972.558,True,False,Lost generation
2016,M,34,45,65,71,40,921.371,True,False,Lost generation
2017,M,35,46,66,72,40,880.657,True,False,Lost generation
2018,M,36,47,67,73,40,848.8855,True,False,Lost generation
2019,M,37,48,68,74,40,819.06,True,False,Lost generation
2020,M,38,49,69,75,40,788.231,True,False,Lost generation
2021,M,39,50,70,76,40,755.1615,True,False,Lost generation
2022,M,40,51,71,77,40,731.826,True,False,Lost generation
2023,M,41,52,72,78,40,726.694,False,False,other
2024,M,42,53,73,79,40,722.0755,False,False,other
2025,M,43,54,74,80,40,711.205,False,False,other
2026,M,44,55,75,81,40,690.9595,False,False,other
2027,M,45,56,76,82,40,679.023,False,False,other
2028,M,46,57,77,83,40,676.112,False,False,other
2029,M,47,58,78,84,40,660.378,False,False,other
2030,M,48,59,79,85,40,641.8005,False,False,other
2031,M,49,60,80,86,40,637.3115,False,False,other
2032,M,50,61,81,87,40,636.0605,False,False,other
2033,M,51,62,82,88,40,629.2835,False,False,other
2034,M,52,63,83,89,40,636.8885,False,False,other
2035,M,53,64,84,90,40,637.3475,False,False,other
2036,M,54,65,85,91,40,633.1125,False,False,other
2037,M,55,66,86,92,40,637.398,False,False,other
2038,M,56,67,87,93,40,637.75,False,False,other
2039,M,57,68,88,94,40,635.7775,False,False,other
2040,M,58,69,89,95,40,637.317,False,False,other
2041,M,59,70,90,96,40,634.7045,False,False,other
2042,M,60,71,91,97,40,622.727,False,False,other
2043,M,61,72,92,98,40,611.063,False,False,other
2044,M,62,73,93,99,40,598.72,False,False,other
2045,M,63,74,94,100,40,586.486,False,False,other
2046,M,64,75,95,101,40,582.872,False,False,other
2047,M,65,76,96,102,40,587.0195,False,False,other
2048,M,66,77,97,103,40,586.83,False,False,other
2049,M,67,78,98,104,40,581.7905,False,False,other
2050,M,68,79,99,105,40,575.107,False,False,other
2051,M,69,80,100,106,40,566.424,False,False,other
2052,M,70,81,100,107,40,557.354,False,False,other
2053,M,71,82,100,108,40,553.758,False,False,other
2054,M,72,83,100,109,40,547.1085,False,False,other
2055,M,73,84,100,110,40,540.619,False,False,other
2056,M,74,85,100,111,40,531.5015,False,False,other
2057,M,75,86,100,112,40,505.5385,False,False,other
2058,M,76,87,100,113,40,480.7115,False,False,other
2059,M,77,88,100,114,40,464.72,False,False,other
2060,M,78,89,100,115,40,457.899,False,False,other
2061,M,79,90,100,116,40,458.0895,False,False,other
2062,M,80,91,100,117,40,454.972,False,False,other
2063,M,81,92,100,118,40,453.878,False,False,other
2064,M,82,93,100,119,40,454.1235,False,False,other
2065,M,83,94,100,120,40,453.532,False,False,other
2066,M,84,95,100,121,40,453.2695,False,False,other
2067,M,85,96,100,122,40,454.5705,False,False,other
2068,M,86,97,100,123,40,454.9265,False,False,other
2069,M,87,98,100,124,40,454.831,False,False,other
2070,M,88,99,100,125,40,454.725,False,False,other
2071,M,89,100,100,126,40,454.4545,False,False,other
2072,M,90,101,100,127,40,453.953,False,False,other
2073,M,91,102,100,128,40,453.5135,False,False,other
2074,M,92,103,100,129,40,453.297,False,False,other
2075,M,93,104,100,130,40,452.092,False,False,other
2076,M,94,105,100,131,40,449.7305,False,False,other
2077,M,95,106,100,132,40,447.576,False,False,other
2078,M,96,107,100,133,40,445.8575,False,False,other
2079,M,97,108,100,134,40,444.3745,False,False,other
2080,M,98,109,100,135,40,442.641,False,False,other
2081,M,99,110,100,136,40,440.3005,False,False,other
2082,M,100,111,100,137,40,437.211,False,False,other
2083,M,100,112,100,138,40,432.6015,False,False,other
2084,M,100,113,100,139,40,428.2255,False,False,other
2085,M,100,114,100,140,40,424.25,False,False,other
2086,M,100,115,100,141,40,419.8335,False,False,other
2087,M,100,116,100,142,40,415.313,False,False,other
2088,M,100,117,100,143,40,410.2755,False,False,other
2089,M,100,118,100,144,40,405.4485,False,False,other
2090,M,100,119,100,145,40,400.969,False,False,other
2091,M,100,120,100,146,40,396.6445,False,False,other
2092,M,100,121,100,147,40,393.1165,False,False,other
2093,M,100,122,100,148,40,389.531,False,False,other
2094,M,100,123,100,149,40,384.678,False,False,other
2095,M,100,124,100,150,40,380.043,False,False,other
2096,M,100,125,100,151,40,377.2965,False,False,other
2097,M,100,126,100,152,40,375.1445,False,False,other
2098,M,100,127,100,153,40,373.1765,False,False,other
2099,M,100,128,100,154,40,371.2205,False,False,other
2100,M,100,129,100,155,40,369.4365,False,False,other
1950,F,-32,-21,-1,5,40,500.689,False,False,other
1951,F,-31,-20,0,6,40,511.041,False,False,other
1952,F,-30,-19,1,7,40,526.9495,False,False,other
1953,F,-29,-18,2,8,40,533.6135,False,False,other
1954,F,-28,-17,3,9,40,539.5245,False,False,other
1955,F,-27,-16,4,10,40,543.9535,False,False,other
1956,F,-26,-15,5,11,40,546.87,False,False,other
1957,F,-25,-14,6,12,40,547.4605,False,False,other
1958,F,-24,-13,7,13,40,538.7735,False,False,other
1959,F,-23,-12,8,14,40,542.823,False,False,other
1960,F,-22,-11,9,15,40,590.3345,False,False,other
1961,F,-21,-10,10,16,40,625.0045,False,False,other
1962,F,-20,-9,11,17,40,634.828,False,False,other
1963,F,-19,-8,12,18,40,659.0135,False,False,other
1964,F,-18,-7,13,19,40,678.1605,False,False,other
1965,F,-17,-6,14,20,40,704.5035,False,False,other
1966,F,-16,-5,15,21,40,731.292,False,False,other
1967,F,-15,-4,16,22,40,742.6505,False,False,other
1968,F,-14,-3,17,23,40,749.532,False,False,other
1969,F,-13,-2,18,24,40,762.285,False,False,other
1970,F,-12,-1,19,25,40,777.1785,False,False,other
1971,F,-11,0,20,26,40,797.599,False,False,other
1972,F,-10,1,21,27,40,817.644,False,False,other
1973,F,-9,2,22,28,40,827.102,False,False,other
1974,F,-8,3,23,29,40,829.049,False,False,other
1975,F,-7,4,24,30,40,838.7755,False,False,other
1976,F,-6,5,25,31,40,856.021,False,False,other
1977,F,-5,6,26,32,40,855.698,False,False,other
1978,F,-4,7,27,33,40,827.865,False,False,other
1979,F,-3,8,28,34,40,797.7385,False,False,other
1980,F,-2,9,29,35,40,838.5325,False,False,other
1981,F,-1,10,30,36,40,924.437,False,False,other
1982,F,0,11,31,37,40,957.988,False,False,other
1983,F,1,12,32,38,40,949.112,False,False,other
1984,F,2,13,33,39,40,926.513,False,False,other
1985,F,3,14,34,40,40,839.709,False,True,Babyboomers
1986,F,4,15,35,41,40,807.256,False,True,Babyboomers
1987,F,5,16,36,42,40,1003.1155,False,True,Babyboomers
1988,F,6,17,37,43,40,1184.689,False,True,Babyboomers
1989,F,7,18,38,44,40,1195.677,False,True,Babyboomers
1990,F,8,19,39,45,40,1101.5555,False,True,Babyboomers
1991,F,9,20,40,46,40,983.491,False,True,Babyboomers
1992,F,10,21,41,47,40,918.182,False,False,other
1993,F,11,22,42,48,40,862.654,False,False,other
1994,F,12,23,43,49,40,819.661,False,False,other
1995,F,13,24,44,50,40,803.136,False,False,other
1996,F,14,25,45,51,40,786.846,False,False,other
1997,F,15,26,46,52,40,753.124,False,False,other
1998,F,16,27,47,53,40,755.3605,False,False,other
1999,F,17,28,48,54,40,770.504,False,False,other
2000,F,18,29,49,55,40,763.3845,False,False,other
2001,F,19,30,50,56,40,761.9305,False,False,other
2002,F,20,31,51,57,40,770.197,False,False,other
2003,F,21,32,52,58,40,790.7805,False,False,other
2004,F,22,33,53,59,40,819.8215,False,False,other
2005,F,23,34,54,60,40,845.5905,False,False,other
2006,F,24,35,55,61,40,767.699,False,False,other
2007,F,25,36,56,62,40,801.488,False,False,other
2008,F,26,37,57,63,40,908.1715,False,False,other
2009,F,27,38,58,64,40,894.8615,False,False,other
2010,F,28,39,59,65,40,906.0785,False,False,other
2011,F,29,40,60,66,40,929.2475,True,False,Lost generation
2012,F,30,41,61,67,40,957.1915,True,False,Lost generation
2013,F,31,42,62,68,40,986.571,True,False,Lost generation
2014,F,32,43,63,69,40,985.964,True,False,Lost generation
2015,F,33,44,64,70,40,943.9125,True,False,Lost generation
2016,F,34,45,65,71,40,894.321,True,False,Lost generation
2017,F,35,46,66,72,40,854.1395,True,False,Lost generation
2018,F,36,47,67,73,40,823.778,True,False,Lost generation
2019,F,37,48,68,74,40,795.019,True,False,Lost generation
2020,F,38,49,69,75,40,765.3765,True,False,Lost generation
2021,F,39,50,70,76,40,734.168,True,False,Lost generation
2022,F,40,51,71,77,40,712.7275,True,False,Lost generation
2023,F,41,52,72,78,40,706.646,False,False,other
2024,F,42,53,73,79,40,699.9505,False,False,other
2025,F,43,54,74,80,40,687.1135,False,False,other
2026,F,44,55,75,81,40,665.4225,False,False,other
2027,F,45,56,76,82,40,652.7275,False,False,other
2028,F,46,57,77,83,40,649.7855,False,False,other
2029,F,47,58,78,84,40,634.459,False,False,other
2030,F,48,59,79,85,40,615.49,False,False,other
2031,F,49,60,80,86,40,608.4095,False,False,other
2032,F,50,61,81,87,40,605.275,False,False,other
2033,F,51,62,82,88,40,600.343,False,False,other
2034,F,52,63,83,89,40,609.41,False,False,other
2035,F,53,64,84,90,40,612.49,False,False,other
2036,F,54,65,85,91,40,610.1725,False,False,other
2037,F,55,66,86,92,40,614.5685,False,False,other
2038,F,56,67,87,93,40,614.6315,False,False,other
2039,F,57,68,88,94,40,611.449,False,False,other
2040,F,58,69,89,95,40,612.1965,False,False,other
2041,F,59,70,90,96,40,610.306,False,False,other
2042,F,60,71,91,97,40,599.097,False,False,other
2043,F,61,72,92,98,40,587.664,False,False,other
2044,F,62,73,93,99,40,576.652,False,False,other
2045,F,63,74,94,100,40,565.921,False,False,other
2046,F,64,75,95,101,40,563.2285,False,False,other
2047,F,65,76,96,102,40,566.9155,False,False,other
2048,F,66,77,97,103,40,566.548,False,False,other
2049,F,67,78,98,104,40,561.7475,False,False,other
2050,F,68,79,99,105,40,554.195,False,False,other
2051,F,69,80,100,106,40,545.7015,False,False,other
2052,F,70,81,100,107,40,538.0815,False,False,other
2053,F,71,82,100,108,40,535.306,False,False,other
2054,F,72,83,100,109,40,528.231,False,False,other
2055,F,73,84,100,110,40,521.2305,False,False,other
2056,F,74,85,100,111,40,513.0585,False,False,other
2057,F,75,86,100,112,40,489.0035,False,False,other
2058,F,76,87,100,113,40,465.6075,False,False,other
2059,F,77,88,100,114,40,449.93,False,False,other
2060,F,78,89,100,115,40,441.94,False,False,other
2061,F,79,90,100,116,40,441.0935,False,False,other
2062,F,80,91,100,117,40,438.1415,False,False,other
2063,F,81,92,100,118,40,437.129,False,False,other
2064,F,82,93,100,119,40,437.4345,False,False,other
2065,F,83,94,100,120,40,436.916,False,False,other
2066,F,84,95,100,121,40,436.679,False,False,other
2067,F,85,96,100,122,40,437.896,False,False,other
2068,F,86,97,100,123,40,438.214,False,False,other
2069,F,87,98,100,124,40,438.1235,False,False,other
2070,F,88,99,100,125,40,438.028,False,False,other
2071,F,89,100,100,126,40,437.792,False,False,other
2072,F,90,101,100,127,40,437.3545,False,False,other
2073,F,91,102,100,128,40,436.9305,False,False,other
2074,F,92,103,100,129,40,436.6865,False,False,other
2075,F,93,104,100,130,40,435.531,False,False,other
2076,F,94,105,100,131,40,433.273,False,False,other
2077,F,95,106,100,132,40,431.177,False,False,other
2078,F,96,107,100,133,40,429.51,False,False,other
2079,F,97,108,100,134,40,428.066,False,False,other
2080,F,98,109,100,135,40,426.377,False,False,other
2081,F,99,110,100,136,40,424.135,False,False,other
2082,F,100,111,100,137,40,421.1555,False,False,other
2083,F,100,112,100,138,40,416.739,False,False,other
2084,F,100,113,100,139,40,412.5415,False,False,other
2085,F,100,114,100,140,40,408.753,False,False,other
2086,F,100,115,100,141,40,404.548,False,False,other
2087,F,100,116,100,142,40,400.2235,False,False,other
2088,F,100,117,100,143,40,395.4205,False,False,other
2089,F,100,118,100,144,40,390.7835,False,False,other
2090,F,100,119,100,145,40,386.483,False,False,other
2091,F,100,120,100,146,40,382.356,False,False,other
2092,F,100,121,100,147,40,378.9545,False,False,other
2093,F,100,122,100,148,40,375.4895,False,False,other
2094,F,100,123,100,149,40,370.8545,False,False,other
2095,F,100,124,100,150,40,366.4125,False,False,other
2096,F,100,125,100,151,40,363.744,False,False,other
2097,F,100,126,100,152,40,361.6575,False,False,other
2098,F,100,127,100,153,40,359.7615,False,False,other
2099,F,100,128,100,154,40,357.8775,False,False,other
2100,F,100,129,100,155,40,356.1575,False,False,other
1950,M,-32,-21,-1,5,41,461.854,False,False,other
1951,M,-31,-20,0,6,41,465.101,False,False,other
1952,M,-30,-19,1,7,41,467.2865,False,False,other
1953,M,-29,-18,2,8,41,473.3545,False,False,other
1954,M,-28,-17,3,9,41,476.786,False,False,other
1955,M,-27,-16,4,10,41,479.2735,False,False,other
1956,M,-26,-15,5,11,41,477.7045,False,False,other
1957,M,-25,-14,6,12,41,474.1075,False,False,other
1958,M,-24,-13,7,13,41,466.4185,False,False,other
1959,M,-23,-12,8,14,41,451.277,False,False,other
1960,M,-22,-11,9,15,41,446.861,False,False,other
1961,M,-21,-10,10,16,41,474.2275,False,False,other
1962,M,-20,-9,11,17,41,493.968,False,False,other
1963,M,-19,-8,12,18,41,504.033,False,False,other
1964,M,-18,-7,13,19,41,543.016,False,False,other
1965,M,-17,-6,14,20,41,599.89,False,False,other
1966,M,-16,-5,15,21,41,664.2515,False,False,other
1967,M,-15,-4,16,22,41,717.5205,False,False,other
1968,M,-14,-3,17,23,41,746.527,False,False,other
1969,M,-13,-2,18,24,41,759.159,False,False,other
1970,M,-12,-1,19,25,41,774.1465,False,False,other
1971,M,-11,0,20,26,41,791.8975,False,False,other
1972,M,-10,1,21,27,41,811.799,False,False,other
1973,M,-9,2,22,28,41,827.5545,False,False,other
1974,M,-8,3,23,29,41,833.9095,False,False,other
1975,M,-7,4,24,30,41,836.28,False,False,other
1976,M,-6,5,25,31,41,847.7325,False,False,other
1977,M,-5,6,26,32,41,868.829,False,False,other
1978,M,-4,7,27,33,41,868.225,False,False,other
1979,M,-3,8,28,34,41,834.48,False,False,other
1980,M,-2,9,29,35,41,803.653,False,False,other
1981,M,-1,10,30,36,41,846.968,False,False,other
1982,M,0,11,31,37,41,932.207,False,False,other
1983,M,1,12,32,38,41,962.04,False,False,other
1984,M,2,13,33,39,41,951.657,False,False,other
1985,M,3,14,34,40,41,930.933,False,False,other
1986,M,4,15,35,41,41,846.9505,False,True,Babyboomers
1987,M,5,16,36,42,41,823.7205,False,True,Babyboomers
1988,M,6,17,37,43,41,1031.693,False,True,Babyboomers
1989,M,7,18,38,44,41,1214.9845,False,True,Babyboomers
1990,M,8,19,39,45,41,1224.667,False,True,Babyboomers
1991,M,9,20,40,46,41,1129.529,False,True,Babyboomers
1992,M,10,21,41,47,41,1003.2975,False,True,Babyboomers
1993,M,11,22,42,48,41,933.903,False,False,other
1994,M,12,23,43,49,41,880.375,False,False,other
1995,M,13,24,44,50,41,839.225,False,False,other
1996,M,14,25,45,51,41,823.783,False,False,other
1997,M,15,26,46,52,41,806.8235,False,False,other
1998,M,16,27,47,53,41,772.5115,False,False,other
1999,M,17,28,48,54,41,773.8695,False,False,other
2000,M,18,29,49,55,41,789.306,False,False,other
2001,M,19,30,50,56,41,782.7815,False,False,other
2002,M,20,31,51,57,41,781.014,False,False,other
2003,M,21,32,52,58,41,789.742,False,False,other
2004,M,22,33,53,59,41,810.7315,False,False,other
2005,M,23,34,54,60,41,840.263,False,False,other
2006,M,24,35,55,61,41,864.609,False,False,other
2007,M,25,36,56,62,41,784.462,False,False,other
2008,M,26,37,57,63,41,818.0205,False,False,other
2009,M,27,38,58,64,41,927.806,False,False,other
2010,M,28,39,59,65,41,918.067,False,False,other
2011,M,29,40,60,66,41,930.452,False,False,other
2012,M,30,41,61,67,41,955.443,True,False,Lost generation
2013,M,31,42,62,68,41,985.056,True,False,Lost generation
2014,M,32,43,63,69,41,1016.178,True,False,Lost generation
2015,M,33,44,64,70,41,1016.67,True,False,Lost generation
2016,M,34,45,65,71,41,972.7105,True,False,Lost generation
2017,M,35,46,66,72,41,921.824,True,False,Lost generation
2018,M,36,47,67,73,41,881.1405,True,False,Lost generation
2019,M,37,48,68,74,41,849.296,True,False,Lost generation
2020,M,38,49,69,75,41,819.121,True,False,Lost generation
2021,M,39,50,70,76,41,788.0975,True,False,Lost generation
2022,M,40,51,71,77,41,755.1195,True,False,Lost generation
2023,M,41,52,72,78,41,731.8135,True,False,Lost generation
2024,M,42,53,73,79,41,726.696,False,False,other
2025,M,43,54,74,80,41,722.0915,False,False,other
2026,M,44,55,75,81,41,711.2405,False,False,other
2027,M,45,56,76,82,41,691.022,False,False,other
2028,M,46,57,77,83,41,679.1045,False,False,other
2029,M,47,58,78,84,41,676.205,False,False,other
2030,M,48,59,79,85,41,660.493,False,False,other
2031,M,49,60,80,86,41,641.939,False,False,other
2032,M,50,61,81,87,41,637.4615,False,False,other
2033,M,51,62,82,88,41,636.2195,False,False,other
2034,M,52,63,83,89,41,629.4555,False,False,other
2035,M,53,64,84,90,41,637.0615,False,False,other
2036,M,54,65,85,91,41,637.527,False,False,other
2037,M,55,66,86,92,41,633.3025,False,False,other
2038,M,56,67,87,93,41,637.5915,False,False,other
2039,M,57,68,88,94,41,637.9505,False,False,other
2040,M,58,69,89,95,41,635.987,False,False,other
2041,M,59,70,90,96,41,637.5325,False,False,other
2042,M,60,71,91,97,41,634.9285,False,False,other
2043,M,61,72,92,98,41,622.9655,False,False,other
2044,M,62,73,93,99,41,611.3155,False,False,other
2045,M,63,74,94,100,41,598.9875,False,False,other
2046,M,64,75,95,101,41,586.768,False,False,other
2047,M,65,76,96,102,41,583.162,False,False,other
2048,M,66,77,97,103,41,587.3125,False,False,other
2049,M,67,78,98,104,41,587.129,False,False,other
2050,M,68,79,99,105,41,582.0985,False,False,other
2051,M,69,80,100,106,41,575.4245,False,False,other
2052,M,70,81,100,107,41,566.752,False,False,other
2053,M,71,82,100,108,41,557.693,False,False,other
2054,M,72,83,100,109,41,554.1045,False,False,other
2055,M,73,84,100,110,41,547.4635,False,False,other
2056,M,74,85,100,111,41,540.9825,False,False,other
2057,M,75,86,100,112,41,531.8755,False,False,other
2058,M,76,87,100,113,41,505.9315,False,False,other
2059,M,77,88,100,114,41,481.1225,False,False,other
2060,M,78,89,100,115,41,465.144,False,False,other
2061,M,79,90,100,116,41,458.3305,False,False,other
2062,M,80,91,100,117,41,458.5245,False,False,other
2063,M,81,92,100,118,41,455.4125,False,False,other
2064,M,82,93,100,119,41,454.3225,False,False,other
2065,M,83,94,100,120,41,454.5715,False,False,other
2066,M,84,95,100,121,41,453.9845,False,False,other
2067,M,85,96,100,122,41,453.7255,False,False,other
2068,M,86,97,100,123,41,455.029,False,False,other
2069,M,87,98,100,124,41,455.3885,False,False,other
2070,M,88,99,100,125,41,455.2965,False,False,other
2071,M,89,100,100,126,41,455.1935,False,False,other
2072,M,90,101,100,127,41,454.9265,False,False,other
2073,M,91,102,100,128,41,454.429,False,False,other
2074,M,92,103,100,129,41,453.993,False,False,other
2075,M,93,104,100,130,41,453.7795,False,False,other
2076,M,94,105,100,131,41,452.5785,False,False,other
2077,M,95,106,100,132,41,450.2215,False,False,other
2078,M,96,107,100,133,41,448.071,False,False,other
2079,M,97,108,100,134,41,446.356,False,False,other
2080,M,98,109,100,135,41,444.8765,False,False,other
2081,M,99,110,100,136,41,443.1465,False,False,other
2082,M,100,111,100,137,41,440.8095,False,False,other
2083,M,100,112,100,138,41,437.7245,False,False,other
2084,M,100,113,100,139,41,433.12,False,False,other
2085,M,100,114,100,140,41,428.748,False,False,other
2086,M,100,115,100,141,41,424.776,False,False,other
2087,M,100,116,100,142,41,420.364,False,False,other
2088,M,100,117,100,143,41,415.848,False,False,other
2089,M,100,118,100,144,41,410.8145,False,False,other
2090,M,100,119,100,145,41,405.9915,False,False,other
2091,M,100,120,100,146,41,401.516,False,False,other
2092,M,100,121,100,147,41,397.1955,False,False,other
2093,M,100,122,100,148,41,393.671,False,False,other
2094,M,100,123,100,149,41,390.0885,False,False,other
2095,M,100,124,100,150,41,385.2395,False,False,other
2096,M,100,125,100,151,41,380.6085,False,False,other
2097,M,100,126,100,152,41,377.8645,False,False,other
2098,M,100,127,100,153,41,375.715,False,False,other
2099,M,100,128,100,154,41,373.75,False,False,other
2100,M,100,129,100,155,41,371.7965,False,False,other
1950,F,-32,-21,-1,5,41,487.846,False,False,other
1951,F,-31,-20,0,6,41,498.475,False,False,other
1952,F,-30,-19,1,7,41,509.0675,False,False,other
1953,F,-29,-18,2,8,41,525.0425,False,False,other
1954,F,-28,-17,3,9,41,531.699,False,False,other
1955,F,-27,-16,4,10,41,537.508,False,False,other
1956,F,-26,-15,5,11,41,541.735,False,False,other
1957,F,-25,-14,6,12,41,544.4845,False,False,other
1958,F,-24,-13,7,13,41,545.0595,False,False,other
1959,F,-23,-12,8,14,41,536.295,False,False,other
1960,F,-22,-11,9,15,41,540.272,False,False,other
1961,F,-21,-10,10,16,41,587.7585,False,False,other
1962,F,-20,-9,11,17,41,622.49,False,False,other
1963,F,-19,-8,12,18,41,632.5775,False,False,other
1964,F,-18,-7,13,19,41,656.891,False,False,other
1965,F,-17,-6,14,20,41,676.124,False,False,other
1966,F,-16,-5,15,21,41,702.516,False,False,other
1967,F,-15,-4,16,22,41,729.3835,False,False,other
1968,F,-14,-3,17,23,41,741.0805,False,False,other
1969,F,-13,-2,18,24,41,748.4585,False,False,other
1970,F,-12,-1,19,25,41,761.674,False,False,other
1971,F,-11,0,20,26,41,776.9095,False,False,other
1972,F,-10,1,21,27,41,797.633,False,False,other
1973,F,-9,2,22,28,41,818.129,False,False,other
1974,F,-8,3,23,29,41,828.111,False,False,other
1975,F,-7,4,24,30,41,830.4125,False,False,other
1976,F,-6,5,25,31,41,840.3995,False,False,other
1977,F,-5,6,26,32,41,857.519,False,False,other
1978,F,-4,7,27,33,41,856.648,False,False,other
1979,F,-3,8,28,34,41,828.3425,False,False,other
1980,F,-2,9,29,35,41,798.483,False,False,other
1981,F,-1,10,30,36,41,840.343,False,False,other
1982,F,0,11,31,37,41,927.187,False,False,other
1983,F,1,12,32,38,41,960.7475,False,False,other
1984,F,2,13,33,39,41,951.2415,False,False,other
1985,F,3,14,34,40,41,927.612,False,False,other
1986,F,4,15,35,41,41,839.9445,False,True,Babyboomers
1987,F,5,16,36,42,41,807.926,False,True,Babyboomers
1988,F,6,17,37,43,41,1005.1405,False,True,Babyboomers
1989,F,7,18,38,44,41,1187.6355,False,True,Babyboomers
1990,F,8,19,39,45,41,1198.5555,False,True,Babyboomers
1991,F,9,20,40,46,41,1104.0945,False,True,Babyboomers
1992,F,10,21,41,47,41,985.6325,False,True,Babyboomers
1993,F,11,22,42,48,41,919.8475,False,False,other
1994,F,12,23,43,49,41,864.016,False,False,other
1995,F,13,24,44,50,41,820.8865,False,False,other
1996,F,14,25,45,51,41,804.3115,False,False,other
1997,F,15,26,46,52,41,788.021,False,False,other
1998,F,16,27,47,53,41,754.284,False,False,other
1999,F,17,28,48,54,41,756.5185,False,False,other
2000,F,18,29,49,55,41,771.6685,False,False,other
2001,F,19,30,50,56,41,764.644,False,False,other
