year,gender,lost_gen_min,lost_gen_max,babyboomers_min,babyboomers_max,age,population,lost_gen,babyboomers,generation
1950,M,-32,-21,-1,5,0,1244.4375,False,True,Babyboomers
1951,M,-31,-20,0,6,0,1094.8555,False,True,Babyboomers
1952,M,-30,-19,1,7,0,1011.0925,False,False,other
1953,M,-29,-18,2,8,0,947.382,False,False,other
1954,M,-28,-17,3,9,0,895.168,False,False,other
1955,M,-27,-16,4,10,0,868.3875,False,False,other
1956,M,-26,-15,5,11,0,844.0145,False,False,other
1957,M,-25,-14,6,12,0,804.354,False,False,other
1958,M,-24,-13,7,13,0,803.142,False,False,other
1959,M,-23,-12,8,14,0,820.0155,False,False,other
1960,M,-22,-11,9,15,0,813.6005,False,False,other
1961,M,-21,-10,10,16,0,811.56,False,False,other
1962,M,-20,-9,11,17,0,819.1745,False,False,other
1963,M,-19,-8,12,18,0,838.3055,False,False,other
1964,M,-18,-7,13,19,0,865.5075,False,False,other
1965,M,-17,-6,14,20,0,901.627,False,False,other
1966,M,-16,-5,15,21,0,819.7675,False,False,other
1967,M,-15,-4,16,22,0,840.3635,False,False,other
1968,M,-14,-3,17,23,0,954.5915,False,False,other
1969,M,-13,-2,18,24,0,948.7775,False,False,other
1970,M,-12,-1,19,25,0,965.592,False,False,other
1971,M,-11,0,20,26,0,993.883,True,False,Lost generation
1972,M,-10,1,21,27,0,1022.728,True,False,Lost generation
1973,M,-9,2,22,28,0,1052.376,True,False,Lost generation
1974,M,-8,3,23,29,0,1052.5425,True,False,Lost generation
1975,M,-7,4,24,30,0,1007.93,True,False,Lost generation
1976,M,-6,5,25,31,0,955.2,True,False,Lost generation
1977,M,-5,6,26,32,0,912.072,True,False,Lost generation
1978,M,-4,7,27,33,0,877.8715,True,False,Lost generation
1979,M,-3,8,28,34,0,845.576,True,False,Lost generation
1980,M,-2,9,29,35,0,812.4,True,False,Lost generation
1981,M,-1,10,30,36,0,776.393,True,False,Lost generation
1982,M,0,11,31,37,0,748.8375,True,False,Lost generation
1983,M,1,12,32,38,0,740.6085,False,False,other
1984,M,2,13,33,39,0,734.126,False,False,other
1985,M,3,14,34,40,0,720.857,False,False,other
1986,M,4,15,35,41,0,696.685,False,False,other
1987,M,5,16,36,42,0,679.782,False,False,other
1988,M,6,17,37,43,0,671.227,False,False,other
1989,M,7,18,38,44,0,646.999,False,False,other
1990,M,8,19,39,45,0,621.4085,False,False,other
1991,M,9,20,40,46,0,615.589,False,False,other
1992,M,10,21,41,47,0,615.4855,False,False,other
1993,M,11,22,42,48,0,608.527,False,False,other
1994,M,12,23,43,49,0,614.164,False,False,other
1995,M,13,24,44,50,0,613.238,False,False,other
1996,M,14,25,45,51,0,607.541,False,False,other
1997,M,15,26,46,52,0,608.4765,False,False,other
1998,M,16,27,47,53,0,604.8305,False,False,other
1999,M,17,28,48,54,0,600.515,False,False,other
2000,M,18,29,49,55,0,602.7145,False,False,other
2001,M,19,30,50,56,0,601.5785,False,False,other
2002,M,20,31,51,57,0,590.0795,False,False,other
2003,M,21,32,52,58,0,578.7905,False,False,other
2004,M,22,33,53,59,0,567.4275,False,False,other
2005,M,23,34,54,60,0,557.531,False,False,other
2006,M,24,35,55,61,0,556.5425,False,False,other
2007,M,25,36,56,62,0,562.4235,False,False,other
2008,M,26,37,57,63,0,562.874,False,False,other
2009,M,27,38,58,64,0,557.8785,False,False,other
2010,M,28,39,59,65,0,551.096,False,False,other
2011,M,29,40,60,66,0,543.2375,False,False,other
2012,M,30,41,61,67,0,534.8595,False,False,other
2013,M,31,42,62,68,0,530.2135,False,False,other
2014,M,32,43,63,69,0,521.713,False,False,other
2015,M,33,44,64,70,0,513.743,False,False,other
2016,M,34,45,65,71,0,504.1335,False,False,other
2017,M,35,46,66,72,0,477.504,False,False,other
2018,M,36,47,67,73,0,451.0075,False,False,other
2019,M,37,48,68,74,0,431.3085,False,False,other
2020,M,38,49,69,75,0,421.7835,False,False,other
2021,M,39,50,70,76,0,421.843,False,False,other
2022,M,40,51,71,77,0,418.5885,False,False,other
2023,M,41,52,72,78,0,417.4165,False,False,other
2024,M,42,53,73,79,0,417.598,False,False,other
2025,M,43,54,74,80,0,416.9365,False,False,other
2026,M,44,55,75,81,0,416.608,False,False,other
2027,M,45,56,76,82,0,417.8575,False,False,other
2028,M,46,57,77,83,0,418.1545,False,False,other
2029,M,47,58,78,84,0,417.9975,False,False,other
2030,M,48,59,79,85,0,417.8305,False,False,other
2031,M,49,60,80,86,0,417.4985,False,False,other
2032,M,50,61,81,87,0,416.9345,False,False,other
2033,M,51,62,82,88,0,416.434,False,False,other
2034,M,52,63,83,89,0,416.159,False,False,other
2035,M,53,64,84,90,0,414.8885,False,False,other
2036,M,54,65,85,91,0,412.4545,False,False,other
2037,M,55,66,86,92,0,410.23,False,False,other
2038,M,56,67,87,93,0,408.4455,False,False,other
2039,M,57,68,88,94,0,406.8995,False,False,other
2040,M,58,69,89,95,0,405.1025,False,False,other
2041,M,59,70,90,96,0,402.6955,False,False,other
2042,M,60,71,91,97,0,399.5355,False,False,other
2043,M,61,72,92,98,0,394.846,False,False,other
2044,M,62,73,93,99,0,390.393,False,False,other
2045,M,63,74,94,100,0,386.345,False,False,other
2046,M,64,75,95,101,0,381.8545,False,False,other
2047,M,65,76,96,102,0,377.261,False,False,other
2048,M,66,77,97,103,0,372.1485,False,False,other
2049,M,67,78,98,104,0,367.249,False,False,other
2050,M,68,79,99,105,0,362.701,False,False,other
2051,M,69,80,100,106,0,358.3105,False,False,other
2052,M,70,81,100,107,0,354.723,False,False,other
2053,M,71,82,100,108,0,351.0785,False,False,other
2054,M,72,83,100,109,0,346.16,False,False,other
2055,M,73,84,100,110,0,341.4625,False,False,other
2056,M,74,85,100,111,0,338.6655,False,False,other
2057,M,75,86,100,112,0,336.4675,False,False,other
2058,M,76,87,100,113,0,334.4555,False,False,other
2059,M,77,88,100,114,0,332.456,False,False,other
2060,M,78,89,100,115,0,330.63,False,False,other
2061,M,79,90,100,116,0,330.288,False,False,other
2062,M,80,91,100,117,0,330.308,False,False,other
2063,M,81,92,100,118,0,329.3055,False,False,other
2064,M,82,93,100,119,0,327.9515,False,False,other
2065,M,83,94,100,120,0,326.924,False,False,other
2066,M,84,95,100,121,0,326.531,False,False,other
2067,M,85,96,100,122,0,326.1105,False,False,other
2068,M,86,97,100,123,0,326.22,False,False,other
2069,M,87,98,100,124,0,325.87,False,False,other
2070,M,88,99,100,125,0,324.788,False,False,other
2071,M,89,100,100,126,0,323.8345,False,False,other
2072,M,90,101,100,127,0,322.3565,False,False,other
2073,M,91,102,100,128,0,320.315,False,False,other
2074,M,92,103,100,129,0,318.7725,False,False,other
2075,M,93,104,100,130,0,317.3585,False,False,other
2076,M,94,105,100,131,0,314.785,False,False,other
2077,M,95,106,100,132,0,312.6605,False,False,other
2078,M,96,107,100,133,0,310.246,False,False,other
2079,M,97,108,100,134,0,307.276,False,False,other
2080,M,98,109,100,135,0,304.6905,False,False,other
2081,M,99,110,100,136,0,302.7875,False,False,other
2082,M,100,111,100,137,0,300.241,False,False,other
2083,M,100,112,100,138,0,297.2115,False,False,other
2084,M,100,113,100,139,0,295.0845,False,False,other
2085,M,100,114,100,140,0,292.88,False,False,other
2086,M,100,115,100,141,0,290.204,False,False,other
2087,M,100,116,100,142,0,287.564,False,False,other
2088,M,100,117,100,143,0,285.6595,False,False,other
2089,M,100,118,100,144,0,283.793,False,False,other
2090,M,100,119,100,145,0,282.387,False,False,other
2091,M,100,120,100,146,0,281.067,False,False,other
2092,M,100,121,100,147,0,279.2035,False,False,other
2093,M,100,122,100,148,0,277.9165,False,False,other
2094,M,100,123,100,149,0,277.121,False,False,other
2095,M,100,124,100,150,0,276.789,False,False,other
2096,M,100,125,100,151,0,275.713,False,False,other
2097,M,100,126,100,152,0,274.9095,False,False,other
2098,M,100,127,100,153,0,275.0455,False,False,other
2099,M,100,128,100,154,0,274.1905,False,False,other
2100,M,100,129,100,155,0,273.1345,False,False,other
1950,F,-32,-21,-1,5,0,1193.6095,False,True,Babyboomers
1951,F,-31,-20,0,6,0,1052.3775,False,True,Babyboomers
1952,F,-30,-19,1,7,0,974.9815,False,False,other
1953,F,-29,-18,2,8,0,912.664,False,False,other
1954,F,-28,-17,3,9,0,858.952,False,False,other
1955,F,-27,-16,4,10,0,830.7335,False,False,other
1956,F,-26,-15,5,11,0,808.6355,False,False,other
1957,F,-25,-14,6,12,0,771.4225,False,False,other
1958,F,-24,-13,7,13,0,770.977,False,False,other
1959,F,-23,-12,8,14,0,786.9685,False,False,other
1960,F,-22,-11,9,15,0,780.3935,False,False,other
1961,F,-21,-10,10,16,0,777.579,False,False,other
1962,F,-20,-9,11,17,0,782.9965,False,False,other
1963,F,-19,-8,12,18,0,801.4475,False,False,other
1964,F,-18,-7,13,19,0,828.0255,False,False,other
1965,F,-17,-6,14,20,0,863.1015,False,False,other
1966,F,-16,-5,15,21,0,780.621,False,False,other
1967,F,-15,-4,16,22,0,799.8355,False,False,other
1968,F,-14,-3,17,23,0,908.178,False,False,other
1969,F,-13,-2,18,24,0,896.144,False,False,other
1970,F,-12,-1,19,25,0,911.548,False,False,other
1971,F,-11,0,20,26,0,939.8205,True,False,Lost generation
1972,F,-10,1,21,27,0,969.2715,True,False,Lost generation
1973,F,-9,2,22,28,0,999.0395,True,False,Lost generation
1974,F,-8,3,23,29,0,999.4145,True,False,Lost generation
1975,F,-7,4,24,30,0,957.1225,True,False,Lost generation
1976,F,-6,5,25,31,0,907.474,True,False,Lost generation
1977,F,-5,6,26,32,0,866.642,True,False,Lost generation
1978,F,-4,7,27,33,0,834.64,True,False,Lost generation
1979,F,-3,8,28,34,0,803.627,True,False,Lost generation
1980,F,-2,9,29,35,0,772.1315,True,False,Lost generation
1981,F,-1,10,30,36,0,738.944,True,False,Lost generation
1982,F,0,11,31,37,0,714.263,True,False,Lost generation
1983,F,1,12,32,38,0,706.7915,False,False,other
1984,F,2,13,33,39,0,700.585,False,False,other
1985,F,3,14,34,40,0,687.7895,False,False,other
1986,F,4,15,35,41,0,663.4165,False,False,other
1987,F,5,16,36,42,0,646.9,False,False,other
1988,F,6,17,37,43,0,639.4435,False,False,other
1989,F,7,18,38,44,0,616.942,False,False,other
1990,F,8,19,39,45,0,592.913,False,False,other
1991,F,9,20,40,46,0,587.01,False,False,other
1992,F,10,21,41,47,0,585.8565,False,False,other
1993,F,11,22,42,48,0,579.6845,False,False,other
1994,F,12,23,43,49,0,586.0805,False,False,other
1995,F,13,24,44,50,0,586.0385,False,False,other
1996,F,14,25,45,51,0,580.5715,False,False,other
1997,F,15,26,46,52,0,581.424,False,False,other
1998,F,16,27,47,53,0,578.2135,False,False,other
1999,F,17,28,48,54,0,573.2455,False,False,other
2000,F,18,29,49,55,0,574.372,False,False,other
2001,F,19,30,50,56,0,573.4435,False,False,other
2002,F,20,31,51,57,0,562.825,False,False,other
2003,F,21,32,52,58,0,552.175,False,False,other
2004,F,22,33,53,59,0,542.219,False,False,other
2005,F,23,34,54,60,0,533.0035,False,False,other
2006,F,24,35,55,61,0,531.741,False,False,other
2007,F,25,36,56,62,0,536.7115,False,False,other
2008,F,26,37,57,63,0,537.1615,False,False,other
2009,F,27,38,58,64,0,532.847,False,False,other
2010,F,28,39,59,65,0,525.368,False,False,other
2011,F,29,40,60,66,0,517.482,False,False,other
2012,F,30,41,61,67,0,510.2935,False,False,other
2013,F,31,42,62,68,0,506.5305,False,False,other
2014,F,32,43,63,69,0,498.013,False,False,other
2015,F,33,44,64,70,0,489.856,False,False,other
2016,F,34,45,65,71,0,481.219,False,False,other
2017,F,35,46,66,72,0,456.4365,False,False,other
2018,F,36,47,67,73,0,431.4455,False,False,other
2019,F,37,48,68,74,0,412.5555,False,False,other
2020,F,38,49,69,75,0,402.3355,False,False,other
2021,F,39,50,70,76,0,401.375,False,False,other
2022,F,40,51,71,77,0,398.3225,False,False,other
2023,F,41,52,72,78,0,397.2595,False,False,other
2024,F,42,53,73,79,0,397.5215,False,False,other
2025,F,43,54,74,80,0,396.957,False,False,other
2026,F,44,55,75,81,0,396.6765,False,False,other
2027,F,45,56,76,82,0,397.857,False,False,other
2028,F,46,57,77,83,0,398.135,False,False,other
2029,F,47,58,78,84,0,398.0035,False,False,other
2030,F,48,59,79,85,0,397.868,False,False,other
2031,F,49,60,80,86,0,397.5925,False,False,other
2032,F,50,61,81,87,0,397.115,False,False,other
2033,F,51,62,82,88,0,396.652,False,False,other
2034,F,52,63,83,89,0,396.3705,False,False,other
2035,F,53,64,84,90,0,395.1745,False,False,other
2036,F,54,65,85,91,0,392.8735,False,False,other
2037,F,55,66,86,92,0,390.736,False,False,other
2038,F,56,67,87,93,0,389.0295,False,False,other
2039,F,57,68,88,94,0,387.5475,False,False,other
2040,F,58,69,89,95,0,385.821,False,False,other
2041,F,59,70,90,96,0,383.5405,False,False,other
2042,F,60,71,91,97,0,380.521,False,False,other
2043,F,61,72,92,98,0,376.061,False,False,other
2044,F,62,73,93,99,0,371.822,False,False,other
2045,F,63,74,94,100,0,367.995,False,False,other
2046,F,64,75,95,101,0,363.7505,False,False,other
2047,F,65,76,96,102,0,359.3875,False,False,other
2048,F,66,77,97,103,0,354.546,False,False,other
2049,F,67,78,98,104,0,349.872,False,False,other
2050,F,68,79,99,105,0,345.536,False,False,other
2051,F,69,80,100,106,0,341.375,False,False,other
2052,F,70,81,100,107,0,337.9425,False,False,other
2053,F,71,82,100,108,0,334.4475,False,False,other
2054,F,72,83,100,109,0,329.781,False,False,other
2055,F,73,84,100,110,0,325.308,False,False,other
2056,F,74,85,100,111,0,322.613,False,False,other
2057,F,75,86,100,112,0,320.5025,False,False,other
2058,F,76,87,100,113,0,318.583,False,False,other
2059,F,77,88,100,114,0,316.676,False,False,other
2060,F,78,89,100,115,0,314.9345,False,False,other
2061,F,79,90,100,116,0,314.61,False,False,other
2062,F,80,91,100,117,0,314.634,False,False,other
2063,F,81,92,100,118,0,313.6675,False,False,other
2064,F,82,93,100,119,0,312.371,False,False,other
2065,F,83,94,100,120,0,311.3795,False,False,other
2066,F,84,95,100,121,0,311.0025,False,False,other
2067,F,85,96,100,122,0,310.605,False,False,other
2068,F,86,97,100,123,0,310.685,False,False,other
2069,F,87,98,100,124,0,310.356,False,False,other
2070,F,88,99,100,125,0,309.3305,False,False,other
2071,F,89,100,100,126,0,308.414,False,False,other
2072,F,90,101,100,127,0,307.0065,False,False,other
2073,F,91,102,100,128,0,305.068,False,False,other
2074,F,92,103,100,129,0,303.6375,False,False,other
2075,F,93,104,100,130,0,302.323,False,False,other
2076,F,94,105,100,131,0,299.849,False,False,other
2077,F,95,106,100,132,0,297.802,False,False,other
2078,F,96,107,100,133,0,295.5145,False,False,other
2079,F,97,108,100,134,0,292.6955,False,False,other
2080,F,98,109,100,135,0,290.207,False,False,other
2081,F,99,110,100,136,0,288.3915,False,False,other
2082,F,100,111,100,137,0,285.9915,False,False,other
2083,F,100,112,100,138,0,283.111,False,False,other
2084,F,100,113,100,139,0,281.1045,False,False,other
2085,F,100,114,100,140,0,279.0325,False,False,other
2086,F,100,115,100,141,0,276.476,False,False,other
2087,F,100,116,100,142,0,273.9445,False,False,other
2088,F,100,117,100,143,0,272.1375,False,False,other
2089,F,100,118,100,144,0,270.3655,False,False,other
2090,F,100,119,100,145,0,269.0165,False,False,other
2091,F,100,120,100,146,0,267.768,False,False,other
2092,F,100,121,100,147,0,265.979,False,False,other
2093,F,100,122,100,148,0,264.7345,False,False,other
2094,F,100,123,100,149,0,263.9675,False,False,other
2095,F,100,124,100,150,0,263.645,False,False,other
2096,F,100,125,100,151,0,262.6555,False,False,other
2097,F,100,126,100,152,0,261.894,False,False,other
2098,F,100,127,100,153,0,261.999,False,False,other
2099,F,100,128,100,154,0,261.1675,False,False,other
2100,F,100,129,100,155,0,260.187,False,False,other
1950,M,-32,-21,-1,5,1,1309.6785,False,True,Babyboomers
1951,M,-31,-20,0,6,1,1204.1855,False,True,Babyboomers
1952,M,-30,-19,1,7,1,1062.8655,False,True,Babyboomers
1953,M,-29,-18,2,8,1,984.6645,False,False,other
1954,M,-28,-17,3,9,1,924.11,False,False,other
1955,M,-27,-16,4,10,1,875.5285,False,False,other
1956,M,-26,-15,5,11,1,850.6205,False,False,other
1957,M,-25,-14,6,12,1,827.0985,False,False,other
1958,M,-24,-13,7,13,1,789.282,False,False,other
1959,M,-23,-12,8,14,1,789.3825,False,False,other
1960,M,-22,-11,9,15,1,806.9045,False,False,other
1961,M,-21,-10,10,16,1,801.6345,False,False,other
1962,M,-20,-9,11,17,1,800.6765,False,False,other
1963,M,-19,-8,12,18,1,809.3085,False,False,other
1964,M,-18,-7,13,19,1,829.3155,False,False,other
1965,M,-17,-6,14,20,1,856.9285,False,False,other
1966,M,-16,-5,15,21,1,893.118,False,False,other
1967,M,-15,-4,16,22,1,812.079,False,False,other
1968,M,-14,-3,17,23,1,832.8405,False,False,other
1969,M,-13,-2,18,24,1,946.456,False,False,other
1970,M,-12,-1,19,25,1,940.778,False,False,other
1971,M,-11,0,20,26,1,957.397,False,False,other
1972,M,-10,1,21,27,1,985.6605,True,False,Lost generation
1973,M,-9,2,22,28,1,1014.531,True,False,Lost generation
1974,M,-8,3,23,29,1,1043.9405,True,False,Lost generation
1975,M,-7,4,24,30,1,1044.185,True,False,Lost generation
1976,M,-6,5,25,31,1,1000.0435,True,False,Lost generation
1977,M,-5,6,26,32,1,947.8195,True,False,Lost generation
1978,M,-4,7,27,33,1,905.0745,True,False,Lost generation
1979,M,-3,8,28,34,1,871.251,True,False,Lost generation
1980,M,-2,9,29,35,1,839.493,True,False,Lost generation
1981,M,-1,10,30,36,1,806.728,True,False,Lost generation
1982,M,0,11,31,37,1,771.0055,True,False,Lost generation
1983,M,1,12,32,38,1,743.806,True,False,Lost generation
1984,M,2,13,33,39,1,735.779,False,False,other
1985,M,3,14,34,40,1,729.29,False,False,other
1986,M,4,15,35,41,1,715.981,False,False,other
1987,M,5,16,36,42,1,691.8345,False,False,other
1988,M,6,17,37,43,1,674.9505,False,False,other
1989,M,7,18,38,44,1,666.404,False,False,other
1990,M,8,19,39,45,1,642.235,False,False,other
1991,M,9,20,40,46,1,616.7735,False,False,other
1992,M,10,21,41,47,1,610.957,False,False,other
1993,M,11,22,42,48,1,610.729,False,False,other
1994,M,12,23,43,49,1,603.683,False,False,other
1995,M,13,24,44,50,1,609.238,False,False,other
1996,M,14,25,45,51,1,608.1745,False,False,other
1997,M,15,26,46,52,1,602.388,False,False,other
1998,M,16,27,47,53,1,603.1395,False,False,other
1999,M,17,28,48,54,1,599.341,False,False,other
2000,M,18,29,49,55,1,595.029,False,False,other
2001,M,19,30,50,56,1,597.138,False,False,other
2002,M,20,31,51,57,1,595.962,False,False,other
2003,M,21,32,52,58,1,584.4565,False,False,other
2004,M,22,33,53,59,1,573.1095,False,False,other
2005,M,23,34,54,60,1,561.795,False,False,other
2006,M,24,35,55,61,1,552.0205,False,False,other
2007,M,25,36,56,62,1,551.022,False,False,other
2008,M,26,37,57,63,1,556.7435,False,False,other
2009,M,27,38,58,64,1,557.0255,False,False,other
2010,M,28,39,59,65,1,552.07,False,False,other
2011,M,29,40,60,66,1,545.4235,False,False,other
2012,M,30,41,61,67,1,537.586,False,False,other
2013,M,31,42,62,68,1,529.3005,False,False,other
2014,M,32,43,63,69,1,524.7895,False,False,other
2015,M,33,44,64,70,1,516.4225,False,False,other
2016,M,34,45,65,71,1,508.6655,False,False,other
2017,M,35,46,66,72,1,499.065,False,False,other
2018,M,36,47,67,73,1,472.457,False,False,other
2019,M,37,48,68,74,1,446.2595,False,False,other
2020,M,38,49,69,75,1,429.225,False,False,other
2021,M,39,50,70,76,1,422.21,False,False,other
2022,M,40,51,71,77,1,422.3065,False,False,other
2023,M,41,52,72,78,1,419.095,False,False,other
2024,M,42,53,73,79,1,417.927,False,False,other
2025,M,43,54,74,80,1,418.112,False,False,other
2026,M,44,55,75,81,1,417.454,False,False,other
2027,M,45,56,76,82,1,417.1285,False,False,other
2028,M,46,57,77,83,1,418.381,False,False,other
2029,M,47,58,78,84,1,418.681,False,False,other
2030,M,48,59,79,85,1,418.5265,False,False,other
2031,M,49,60,80,86,1,418.3625,False,False,other
2032,M,50,61,81,87,1,418.0335,False,False,other
2033,M,51,62,82,88,1,417.4725,False,False,other
2034,M,52,63,83,89,1,416.975,False,False,other
2035,M,53,64,84,90,1,416.7025,False,False,other
2036,M,54,65,85,91,1,415.435,False,False,other
2037,M,55,66,86,92,1,413.004,False,False,other
2038,M,56,67,87,93,1,410.7825,False,False,other
2039,M,57,68,88,94,1,409.001,False,False,other
2040,M,58,69,89,95,1,407.458,False,False,other
2041,M,59,70,90,96,1,405.664,False,False,other
2042,M,60,71,91,97,1,403.2595,False,False,other
2043,M,61,72,92,98,1,400.1025,False,False,other
2044,M,62,73,93,99,1,395.4165,False,False,other
2045,M,63,74,94,100,1,390.9665,False,False,other
2046,M,64,75,95,101,1,386.9215,False,False,other
2047,M,65,76,96,102,1,382.434,False,False,other
2048,M,66,77,97,103,1,377.843,False,False,other
2049,M,67,78,98,104,1,372.7335,False,False,other
2050,M,68,79,99,105,1,367.8375,False,False,other
2051,M,69,80,100,106,1,363.2925,False,False,other
2052,M,70,81,100,107,1,358.9045,False,False,other
2053,M,71,82,100,108,1,355.319,False,False,other
2054,M,72,83,100,109,1,351.6765,False,False,other
2055,M,73,84,100,110,1,346.761,False,False,other
2056,M,74,85,100,111,1,342.066,False,False,other
2057,M,75,86,100,112,1,339.2705,False,False,other
2058,M,76,87,100,113,1,337.0745,False,False,other
2059,M,77,88,100,114,1,335.064,False,False,other
2060,M,78,89,100,115,1,333.066,False,False,other
2061,M,79,90,100,116,1,331.2415,False,False,other
2062,M,80,91,100,117,1,330.901,False,False,other
2063,M,81,92,100,118,1,330.922,False,False,other
2064,M,82,93,100,119,1,329.92,False,False,other
2065,M,83,94,100,120,1,328.5675,False,False,other
2066,M,84,95,100,121,1,327.542,False,False,other
2067,M,85,96,100,122,1,327.15,False,False,other
2068,M,86,97,100,123,1,326.73,False,False,other
2069,M,87,98,100,124,1,326.8405,False,False,other
2070,M,88,99,100,125,1,326.492,False,False,other
2071,M,89,100,100,126,1,325.4115,False,False,other
2072,M,90,101,100,127,1,324.459,False,False,other
2073,M,91,102,100,128,1,322.982,False,False,other
2074,M,92,103,100,129,1,320.942,False,False,other
2075,M,93,104,100,130,1,319.4005,False,False,other
2076,M,94,105,100,131,1,317.987,False,False,other
2077,M,95,106,100,132,1,315.4145,False,False,other
2078,M,96,107,100,133,1,313.291,False,False,other
2079,M,97,108,100,134,1,310.878,False,False,other
2080,M,98,109,100,135,1,307.9095,False,False,other
2081,M,99,110,100,136,1,305.3255,False,False,other
2082,M,100,111,100,137,1,303.4235,False,False,other
2083,M,100,112,100,138,1,300.8775,False,False,other
2084,M,100,113,100,139,1,297.849,False,False,other
2085,M,100,114,100,140,1,295.7235,False,False,other
2086,M,100,115,100,141,1,293.5205,False,False,other
2087,M,100,116,100,142,1,290.8455,False,False,other
2088,M,100,117,100,143,1,288.2065,False,False,other
2089,M,100,118,100,144,1,286.3025,False,False,other
2090,M,100,119,100,145,1,284.4365,False,False,other
2091,M,100,120,100,146,1,283.0315,False,False,other
2092,M,100,121,100,147,1,281.7125,False,False,other
2093,M,100,122,100,148,1,279.85,False,False,other
2094,M,100,123,100,149,1,278.564,False,False,other
2095,M,100,124,100,150,1,277.769,False,False,other
2096,M,100,125,100,151,1,277.4375,False,False,other
2097,M,100,126,100,152,1,276.362,False,False,other
2098,M,100,127,100,153,1,275.559,False,False,other
2099,M,100,128,100,154,1,275.6955,False,False,other
2100,M,100,129,100,155,1,274.8415,False,False,other
1950,F,-32,-21,-1,5,1,1263.8245,False,True,Babyboomers
1951,F,-31,-20,0,6,1,1158.726,False,True,Babyboomers
1952,F,-30,-19,1,7,1,1025.065,False,True,Babyboomers
1953,F,-29,-18,2,8,1,952.9515,False,False,other
1954,F,-28,-17,3,9,1,893.7585,False,False,other
1955,F,-27,-16,4,10,1,843.5055,False,False,other
1956,F,-26,-15,5,11,1,817.124,False,False,other
1957,F,-25,-14,6,12,1,795.825,False,False,other
1958,F,-24,-13,7,13,1,760.313,False,False,other
1959,F,-23,-12,8,14,1,761.1725,False,False,other
1960,F,-22,-11,9,15,1,777.6855,False,False,other
1961,F,-21,-10,10,16,1,771.986,False,False,other
1962,F,-20,-9,11,17,1,770.172,False,False,other
1963,F,-19,-8,12,18,1,776.445,False,False,other
1964,F,-18,-7,13,19,1,795.5025,False,False,other
1965,F,-17,-6,14,20,1,822.5425,False,False,other
1966,F,-16,-5,15,21,1,857.7995,False,False,other
1967,F,-15,-4,16,22,1,776.0765,False,False,other
1968,F,-14,-3,17,23,1,795.651,False,False,other
1969,F,-13,-2,18,24,1,903.788,False,False,other
1970,F,-12,-1,19,25,1,892.112,False,False,other
1971,F,-11,0,20,26,1,907.537,False,False,other
1972,F,-10,1,21,27,1,935.5765,True,False,Lost generation
1973,F,-9,2,22,28,1,964.5375,True,False,Lost generation
1974,F,-8,3,23,29,1,993.889,True,False,Lost generation
1975,F,-7,4,24,30,1,994.021,True,False,Lost generation
1976,F,-6,5,25,31,1,951.7565,True,False,Lost generation
1977,F,-5,6,26,32,1,902.492,True,False,Lost generation
1978,F,-4,7,27,33,1,861.96,True,False,Lost generation
1979,F,-3,8,28,34,1,830.216,True,False,Lost generation
1980,F,-2,9,29,35,1,799.58,True,False,Lost generation
1981,F,-1,10,30,36,1,768.122,True,False,Lost generation
1982,F,0,11,31,37,1,735.0005,True,False,Lost generation
1983,F,1,12,32,38,1,710.563,True,False,Lost generation
1984,F,2,13,33,39,1,703.112,False,False,other
1985,F,3,14,34,40,1,696.9515,False,False,other
1986,F,4,15,35,41,1,684.1635,False,False,other
1987,F,5,16,36,42,1,659.917,False,False,other
1988,F,6,17,37,43,1,643.5235,False,False,other
1989,F,7,18,38,44,1,636.035,False,False,other
1990,F,8,19,39,45,1,613.624,False,False,other
1991,F,9,20,40,46,1,589.678,False,False,other
1992,F,10,21,41,47,1,583.6895,False,False,other
1993,F,11,22,42,48,1,582.421,False,False,other
1994,F,12,23,43,49,1,576.2575,False,False,other
1995,F,13,24,44,50,1,582.62,False,False,other
1996,F,14,25,45,51,1,582.513,False,False,other
1997,F,15,26,46,52,1,576.9535,False,False,other
1998,F,16,27,47,53,1,577.514,False,False,other
1999,F,17,28,48,54,1,574.156,False,False,other
2000,F,18,29,49,55,1,569.1925,False,False,other
2001,F,19,30,50,56,1,570.229,False,False,other
2002,F,20,31,51,57,1,569.3105,False,False,other
2003,F,21,32,52,58,1,558.6555,False,False,other
2004,F,22,33,53,59,1,547.9125,False,False,other
2005,F,23,34,54,60,1,537.9855,False,False,other
2006,F,24,35,55,61,1,528.7735,False,False,other
2007,F,25,36,56,62,1,527.424,False,False,other
2008,F,26,37,57,63,1,532.192,False,False,other
2009,F,27,38,58,64,1,532.472,False,False,other
2010,F,28,39,59,65,1,528.1435,False,False,other
2011,F,29,40,60,66,1,520.754,False,False,other
2012,F,30,41,61,67,1,512.8445,False,False,other
2013,F,31,42,62,68,1,505.548,False,False,other
2014,F,32,43,63,69,1,501.825,False,False,other
2015,F,33,44,64,70,1,493.5135,False,False,other
2016,F,34,45,65,71,1,485.59,False,False,other
2017,F,35,46,66,72,1,477.043,False,False,other
2018,F,36,47,67,73,1,452.374,False,False,other
2019,F,37,48,68,74,1,427.5875,False,False,other
2020,F,38,49,69,75,1,410.9065,False,False,other
2021,F,39,50,70,76,1,402.783,False,False,other
2022,F,40,51,71,77,1,401.8545,False,False,other
2023,F,41,52,72,78,1,398.847,False,False,other
